0,HeartMode,2,,,,,,,
0,CombatZoneResize,275,195,365,285,TLResume,,
0,SetOpacity,50,,,,,,
0,SetLegsYMod,50,,,,,,
.1,HeartTeleport,320,240,,,,,,
0,CenterBlocker,,,,,,,
0,CenterBlockerReveal,,,,,,,
0.5666,RArrowR,1,500,,,,,
0.5,RArrowR,1,500,,,,,
0.5,RArrowR,1,500,,,,,
0.5,RArrowD,1,500,,,,,
0.5,RArrowD,1,500,,,,,
0.5,RArrowD,1,500,,,,,
0.5,RArrowL,1,500,,,,,
0.5,RArrowL,1,500,,,,,
0.5,RArrowL,1,500,,,,,
0.5,RArrowU,1,500,,,,,
0.5,RArrowU,1,500,,,,,
0.5,RArrowU,1,500,,,,,
1,EndAttack,,,,,,,
